ID,fullName,lastName,firstName,patronymic,wikiLink,birthDate,deathDate
394,Горак Степан Михайлович,Горак,Степан,Михайлович,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B0%D0%BA_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,,
395,Горбань Микола Васильович,Горбань,Микола,Васильович,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B1%D0%B0%D0%BD%D1%8C_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87,,
396,Горбань Петро,Горбань,Петро,,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B1%D0%B0%D0%BD%D1%8C_%D0%9F%D0%B5%D1%82%D1%80%D0%BE,,
397,Горбатов Борис Леонтійович,Горбатов,Борис,Леонтійович,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B1%D0%B0%D1%82%D0%BE%D0%B2_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%9B%D0%B5%D0%BE%D0%BD%D1%82%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
398,Горбатюк Василь Іванович,Горбатюк,Василь,Іванович,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B1%D0%B0%D1%82%D1%8E%D0%BA_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
399,Гординський Святослав Ярославович,Гординський,Святослав,Ярославович,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B4%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%A1%D0%B2%D1%8F%D1%82%D0%BE%D1%81%D0%BB%D0%B0%D0%B2_%D0%AF%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D0%BE%D0%B2%D0%B8%D1%87,,
400,Гордієнко Гаврило Максимович,Гордієнко,Гаврило,Максимович,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B4%D1%96%D1%94%D0%BD%D0%BA%D0%BE_%D0%93%D0%B0%D0%B2%D1%80%D0%B8%D0%BB%D0%BE_%D0%9C%D0%B0%D0%BA%D1%81%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87,,
401,Гордієнко Дмитро Прокопович,Гордієнко,Дмитро,Прокопович,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B4%D1%96%D1%94%D0%BD%D0%BA%D0%BE_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%BE_%D0%9F%D1%80%D0%BE%D0%BA%D0%BE%D0%BF%D0%BE%D0%B2%D0%B8%D1%87,,
402,Гордійчук Петро Григорович,Гордійчук,Петро,Григорович,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B4%D1%96%D0%B9%D1%87%D1%83%D0%BA_%D0%9F%D0%B5%D1%82%D1%80%D0%BE_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
403,Горецький Петро Гнатович,Горецький,Петро,Гнатович,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B5%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9F%D0%B5%D1%82%D1%80%D0%BE_%D0%93%D0%BD%D0%B0%D1%82%D0%BE%D0%B2%D0%B8%D1%87,,
404,Горлач Степан Андрійович,Горлач,Степан,Андрійович,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%BB%D0%B0%D1%87_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
405,Йоасаф (Горленко),Бєлгородський,Йоасаф,,https://uk.wikipedia.org/wiki/%D0%99%D0%BE%D0%B0%D1%81%D0%B0%D1%84_(%D0%93%D0%BE%D1%80%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE),,
406,Горленко Василь Петрович,Горленко,Василь,Петрович,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
407,Юрій Горліс-Горський,Юрій,Горліс-Горський,,https://uk.wikipedia.org/wiki/%D0%AE%D1%80%D1%96%D0%B9_%D0%93%D0%BE%D1%80%D0%BB%D1%96%D1%81-%D0%93%D0%BE%D1%80%D1%81%D1%8C%D0%BA%D0%B8%D0%B9,,
408,Горобець Олександр Олександрович,Горобець,Олександр,Олександрович,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%BE%D0%B1%D0%B5%D1%86%D1%8C_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
409,Горовий Руслан Володимирович,Горовий,Руслан,Володимирович,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D0%B9_%D0%A0%D1%83%D1%81%D0%BB%D0%B0%D0%BD_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
410,Горощак Ярослав Іванович,Горощак,Ярослав,Іванович,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%BE%D1%89%D0%B0%D0%BA_%D0%AF%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
411,Гостиняк Степан,Гостиняк,Степан,,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%81%D1%82%D0%B8%D0%BD%D1%8F%D0%BA_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD,,
412,Грабан Володислав Іванович,Грабан,Володислав,Іванович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B0%D0%B1%D0%B0%D0%BD_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D1%81%D0%BB%D0%B0%D0%B2_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
413,Грабар Сергій Володимирович,Грабар,Сергій,Володимирович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B0%D0%B1%D0%B0%D1%80_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
414,Грабовський Валерій Васильович,Грабовський,Валерій,Васильович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B0%D0%B1%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%96%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87,,
415,Міхал Грабовський,Міхал,Грабовський,,https://uk.wikipedia.org/wiki/%D0%9C%D1%96%D1%85%D0%B0%D0%BB_%D0%93%D1%80%D0%B0%D0%B1%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9,,
416,Гранат Касіян Харитонович,Гранат,Касіян,Харитонович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B0%D0%BD%D0%B0%D1%82_%D0%9A%D0%B0%D1%81%D1%96%D1%8F%D0%BD_%D0%A5%D0%B0%D1%80%D0%B8%D1%82%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
417,Грановський Олександр Анастасійович,Грановський,Олександр,Анастасійович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%90%D0%BD%D0%B0%D1%81%D1%82%D0%B0%D1%81%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
418,Гребенюк Іван Федорович,Гребенюк,Іван,Федорович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B5%D0%B1%D0%B5%D0%BD%D1%8E%D0%BA_%D0%86%D0%B2%D0%B0%D0%BD_%D0%A4%D0%B5%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
419,Гребінка Євген Павлович,Гребінка,Євген,Павлович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B5%D0%B1%D1%96%D0%BD%D0%BA%D0%B0_%D0%84%D0%B2%D0%B3%D0%B5%D0%BD_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,,
420,Грекул Ісаак Дем'янович,Грекул,Ісаак,Дем'янович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B5%D0%BA%D1%83%D0%BB_%D0%86%D1%81%D0%B0%D0%B0%D0%BA_%D0%94%D0%B5%D0%BC%27%D1%8F%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
421,Гриб Антон Євдокимович,Гриб,Антон,Євдокимович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D0%B1_%D0%90%D0%BD%D1%82%D0%BE%D0%BD_%D0%84%D0%B2%D0%B4%D0%BE%D0%BA%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87,,
422,Гриб Кузьма Кіндратович,Гриб,Кузьма,Кіндратович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D0%B1_%D0%9A%D1%83%D0%B7%D1%8C%D0%BC%D0%B0_%D0%9A%D1%96%D0%BD%D0%B4%D1%80%D0%B0%D1%82%D0%BE%D0%B2%D0%B8%D1%87,,
423,Гривняк Юрій,Гривняк,Юрій,,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D0%B2%D0%BD%D1%8F%D0%BA_%D0%AE%D1%80%D1%96%D0%B9,,
424,Григор'єв Григорій Прокопович,Григор'єв,Григорій,Прокопович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%27%D1%94%D0%B2_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D1%96%D0%B9_%D0%9F%D1%80%D0%BE%D0%BA%D0%BE%D0%BF%D0%BE%D0%B2%D0%B8%D1%87,,
425,Григорів Михайло Семенович,Григорів,Михайло,Семенович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D1%96%D0%B2_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE_%D0%A1%D0%B5%D0%BC%D0%B5%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
426,Григорович-Барський Василь Григорович,Григорович-Барський,Василь,Григорович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87-%D0%91%D0%B0%D1%80%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
427,Григурко Іван Сергійович,Григурко,Іван,Сергійович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D0%B3%D1%83%D1%80%D0%BA%D0%BE_%D0%86%D0%B2%D0%B0%D0%BD_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
428,Гримайло Ярослав Васильович,Гримайло,Ярослав,Васильович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D0%BC%D0%B0%D0%B9%D0%BB%D0%BE_%D0%AF%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87,,
429,Гринів Володимир Васильович,Гринів,Володимир,Васильович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D0%BD%D1%96%D0%B2_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87,,
430,Гринчишин Петро Омелянович,Гринчишин,Петро,Омелянович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D0%BD%D1%87%D0%B8%D1%88%D0%B8%D0%BD_%D0%9F%D0%B5%D1%82%D1%80%D0%BE_%D0%9E%D0%BC%D0%B5%D0%BB%D1%8F%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
431,Лесь Гринюк,Лесь,Гринюк,,https://uk.wikipedia.org/wiki/%D0%9B%D0%B5%D1%81%D1%8C_%D0%93%D1%80%D0%B8%D0%BD%D1%8E%D0%BA,,
432,Гринюк Юрій Михайлович,Гринюк,Юрій,Михайлович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D0%BD%D1%8E%D0%BA_%D0%AE%D1%80%D1%96%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,,
433,Грицков'ян Ярослав,Грицков'ян,Ярослав,,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D1%86%D0%BA%D0%BE%D0%B2%27%D1%8F%D0%BD_%D0%AF%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2,,
434,Гриць-Дуда Іван Іванович,Гриць-Дуда,Іван,Іванович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D1%86%D1%8C-%D0%94%D1%83%D0%B4%D0%B0_%D0%86%D0%B2%D0%B0%D0%BD_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
435,Гришко Василь Іванович,Гришко,Василь,Іванович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D1%88%D0%BA%D0%BE_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
436,Грищенко Олекса Васильович,Грищенко,Олекса,Васильович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D1%89%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87,,
437,Грін Пилип,Грін,Пилип,,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D1%96%D0%BD_%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF,,
438,Александр Кароль Гроза,Александр,Кароль,Гроза,https://uk.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9A%D0%B0%D1%80%D0%BE%D0%BB%D1%8C_%D0%93%D1%80%D0%BE%D0%B7%D0%B0,,
439,Олесь Громів,Олесь,Громів,,https://uk.wikipedia.org/wiki/%D0%9E%D0%BB%D0%B5%D1%81%D1%8C_%D0%93%D1%80%D0%BE%D0%BC%D1%96%D0%B2,,
440,Гроха Лаврін Прокопович,Гроха,Лаврін,Прокопович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%BE%D1%85%D0%B0_%D0%9B%D0%B0%D0%B2%D1%80%D1%96%D0%BD_%D0%9F%D1%80%D0%BE%D0%BA%D0%BE%D0%BF%D0%BE%D0%B2%D0%B8%D1%87,,
441,Станіслав Грудзинський,Станіслав,Грудзинський,,https://uk.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D0%BD%D1%96%D1%81%D0%BB%D0%B0%D0%B2_%D0%93%D1%80%D1%83%D0%B4%D0%B7%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9,,
442,Грудницький Олександр Григорович,Грудницький,Олександр,Григорович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D1%83%D0%B4%D0%BD%D0%B8%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
443,Грушевський Михайло Сергійович,Грушевський,Михайло,Сергійович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D1%83%D1%88%D0%B5%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
444,Грушецький Неван Нікандер,Грушецький,Неван,Нікандер,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D1%83%D1%88%D0%B5%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9D%D0%B5%D0%B2%D0%B0%D0%BD_%D0%9D%D1%96%D0%BA%D0%B0%D0%BD%D0%B4%D0%B5%D1%80,,
445,Грущак Андрій Федорович,Грущак,Андрій,Федорович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D1%83%D1%89%D0%B0%D0%BA_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%A4%D0%B5%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
446,Грязнов Олександр Андрійович,Грязнов,Олександр,Андрійович,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D1%8F%D0%B7%D0%BD%D0%BE%D0%B2_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
447,Губар Олег Йосипович,Губар,Олег,Йосипович,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D0%B1%D0%B0%D1%80_%D0%9E%D0%BB%D0%B5%D0%B3_%D0%99%D0%BE%D1%81%D0%B8%D0%BF%D0%BE%D0%B2%D0%B8%D1%87,,
448,Губар Олександр Іванович,Губар,Олександр,Іванович,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D0%B1%D0%B0%D1%80_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
449,Губарев Віктор Кімович,Губарев,Віктор,Кімович,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D0%B1%D0%B0%D1%80%D0%B5%D0%B2_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%9A%D1%96%D0%BC%D0%BE%D0%B2%D0%B8%D1%87,,
450,Гудемчук Яків Олексійович,Гудемчук,Яків,Олексійович,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D0%B4%D0%B5%D0%BC%D1%87%D1%83%D0%BA_%D0%AF%D0%BA%D1%96%D0%B2_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
451,Гужва Валерій Федорович,Гужва,Валерій,Федорович,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D0%B6%D0%B2%D0%B0_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%96%D0%B9_%D0%A4%D0%B5%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
452,Гузюк Пилип Федорович,Гузюк,Пилип,Федорович,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D0%B7%D1%8E%D0%BA_%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF_%D0%A4%D0%B5%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
453,Гук В'ячеслав Анатолійович,Гук,В'ячеслав,Анатолійович,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D0%BA_%D0%92%27%D1%8F%D1%87%D0%B5%D1%81%D0%BB%D0%B0%D0%B2_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
454,Гулак-Артемовський Петро Петрович,Гулак-Артемовський,Петро,Петрович,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D0%BB%D0%B0%D0%BA-%D0%90%D1%80%D1%82%D0%B5%D0%BC%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9F%D0%B5%D1%82%D1%80%D0%BE_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
455,Гуля Сергій Іларіонович,Гуля,Сергій,Іларіонович,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D0%BB%D1%8F_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9_%D0%86%D0%BB%D0%B0%D1%80%D1%96%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
456,Гуменюк Борис Борисович,Гуменюк,Борис,Борисович,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D0%BC%D0%B5%D0%BD%D1%8E%D0%BA_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%B8%D1%87,,
457,Гуреїв Олексій Іванович,Гуреїв,Олексій,Іванович,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D1%80%D0%B5%D1%97%D0%B2_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D0%B9_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
458,Гусар Юхим Семенович,Гусар,Юхим,Семенович,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D1%81%D0%B0%D1%80_%D0%AE%D1%85%D0%B8%D0%BC_%D0%A1%D0%B5%D0%BC%D0%B5%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
459,Гуцал Петро Федорович,Гуцал,Петро,Федорович,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D1%86%D0%B0%D0%BB_%D0%9F%D0%B5%D1%82%D1%80%D0%BE_%D0%A4%D0%B5%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
460,Гуцало Євген Пилипович,Гуцало,Євген,Пилипович,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D1%86%D0%B0%D0%BB%D0%BE_%D0%84%D0%B2%D0%B3%D0%B5%D0%BD_%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF%D0%BE%D0%B2%D0%B8%D1%87,,
461,Гуцало Роман Андрійович,Гуцало,Роман,Андрійович,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D1%86%D0%B0%D0%BB%D0%BE_%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
462,Гуцуляк Михайло Максимович,Гуцуляк,Михайло,Максимович,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D1%86%D1%83%D0%BB%D1%8F%D0%BA_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE_%D0%9C%D0%B0%D0%BA%D1%81%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87,,
463,Гуцуляк Олег Борисович,Гуцуляк,Олег,Борисович,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D1%86%D1%83%D0%BB%D1%8F%D0%BA_%D0%9E%D0%BB%D0%B5%D0%B3_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%B8%D1%87,,
464,Гушалевич Іван Миколайович,Гушалевич,Іван,Миколайович,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D1%88%D0%B0%D0%BB%D0%B5%D0%B2%D0%B8%D1%87_%D0%86%D0%B2%D0%B0%D0%BD_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
465,Ґабор Василь Васильович,Ґабор,Василь,Васильович,https://uk.wikipedia.org/wiki/%D2%90%D0%B0%D0%B1%D0%BE%D1%80_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87,,
466,Ґерус Ярослав,Ґерус,Ярослав,,https://uk.wikipedia.org/wiki/%D2%90%D0%B5%D1%80%D1%83%D1%81_%D0%AF%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2,,
467,Ґжицький Володимир Зенонович,Ґжицький,Володимир,Зенонович,https://uk.wikipedia.org/wiki/%D2%90%D0%B6%D0%B8%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%97%D0%B5%D0%BD%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
468,Ґовда Михайло,Ґовда,Михайло,,https://uk.wikipedia.org/wiki/%D2%90%D0%BE%D0%B2%D0%B4%D0%B0_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE,,
469,Степан Ґойдич,Степан,Ґойдич,,https://uk.wikipedia.org/wiki/%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD_%D2%90%D0%BE%D0%B9%D0%B4%D0%B8%D1%87,,
470,Ґоляш Степан,Ґоляш,Степан,,https://uk.wikipedia.org/wiki/%D2%90%D0%BE%D0%BB%D1%8F%D1%88_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD,,
471,Ґорзо Степан,Ґорзо,Степан,,https://uk.wikipedia.org/wiki/%D2%90%D0%BE%D1%80%D0%B7%D0%BE_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD,,
472,Ґренджа-Донський Василь Степанович,Ґренджа-Донський,Василь,Степанович,https://uk.wikipedia.org/wiki/%D2%90%D1%80%D0%B5%D0%BD%D0%B4%D0%B6%D0%B0-%D0%94%D0%BE%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
473,Ґрінвальдт Борис,Ґрінвальдт,Борис,,https://uk.wikipedia.org/wiki/%D2%90%D1%80%D1%96%D0%BD%D0%B2%D0%B0%D0%BB%D1%8C%D0%B4%D1%82_%D0%91%D0%BE%D1%80%D0%B8%D1%81,,
